Date,NVDA,INTC,AMD,QCOM,TSM
2015-01-02,0.4831768274307251,27.89646339416504,2.6700000762939453,55.841819763183594,16.909440994262695
2015-01-05,0.4750158488750458,27.581897735595703,2.6600000858306885,55.578712463378906,16.499603271484375
2015-01-06,0.4606142044067383,27.067846298217773,2.630000114440918,54.78934097290039,16.211204528808594
2015-01-07,0.4594140350818634,27.63560676574707,2.5799999237060547,55.42835998535156,16.446474075317383
2015-01-08,0.47669604420661926,28.14965057373047,2.609999895095825,56.014747619628906,16.552730560302734
2015-01-09,0.47861629724502563,28.203344345092773,2.630000114440918,55.94706726074219,16.08977508544922
2015-01-12,0.47261562943458557,28.080589294433594,2.630000114440918,55.30806350708008,15.778602600097656
2015-01-13,0.4718954861164093,28.003868103027344,2.6600000858306885,54.85700607299805,15.975929260253906
2015-01-14,0.4738157093524933,27.888784408569336,2.630000114440918,54.29317855834961,15.983518600463867
2015-01-15,0.47045525908470154,27.766019821166992,2.5199999809265137,53.66168975830078,17.372400283813477
2015-01-16,0.47909629344940186,27.96550750732422,2.390000104904175,53.594032287597656,17.152301788330078
2015-01-20,0.48053649067878723,27.689298629760742,2.240000009536743,54.48863983154297,17.52419090270996
2015-01-21,0.48725730180740356,27.988525390625,2.450000047683716,53.819541931152344,17.61526107788086
2015-01-22,0.49565839767456055,28.318437576293945,2.4700000286102295,54.06012725830078,17.994741439819336
2015-01-23,0.4970984160900116,27.96550750732422,2.450000047683716,54.263118743896484,18.207246780395508
2015-01-26,0.49493804574012756,27.474477767944336,2.609999895095825,54.58635330200195,18.336265563964844
2015-01-27,0.4711753726005554,26.231565475463867,2.700000047683716,53.95487594604492,18.359037399291992
2015-01-28,0.46349453926086426,25.91699981689453,2.630000114440918,53.368499755859375,18.161706924438477
2015-01-29,0.4747758209705353,26.24690818786621,2.609999895095825,47.88053512573242,17.675979614257812
2015-01-30,0.46085426211357117,25.34925651550293,2.569999933242798,46.95585632324219,17.23578453063965
2015-02-02,0.4709354639053345,25.8172664642334,2.6700000762939453,49.263797760009766,17.410341262817383
2015-02-03,0.4826968014240265,25.85562515258789,2.759999990463257,50.33884048461914,17.569726943969727
2015-02-04,0.4838968813419342,25.96380615234375,2.8499999046325684,50.33884048461914,17.896074295043945
2015-02-05,0.49181780219078064,26.226543426513672,3.309999942779541,51.08310317993164,17.956789016723633
2015-02-06,0.489657461643219,25.731990814208984,3.0299999713897705,49.8802604675293,17.531776428222656
2015-02-09,0.4891774654388428,25.44607925415039,3.0399999618530273,50.45161056518555,17.205427169799805
2015-02-10,0.5028591752052307,26.04108238220215,3.0399999618530273,52.819698333740234,18.10858154296875
2015-02-11,0.4994986057281494,25.925172805786133,3.069999933242798,52.7821159362793,18.434932708740234
2015-02-12,0.5352630019187927,26.373361587524414,3.119999885559082,52.91741943359375,18.571542739868164
2015-02-13,0.5355029106140137,26.551090240478516,3.1500000953674316,53.285804748535156,18.852352142333984
2015-02-17,0.5371830463409424,26.8447208404541,3.109999895095825,53.22565460205078,18.799226760864258
2015-02-18,0.5309424996376038,26.481538772583008,3.0799999237060547,53.03019714355469,18.753686904907227
2015-02-19,0.5323825478553772,26.43517303466797,3.059999942779541,53.3609733581543,18.60948944091797
2015-02-20,0.5362231135368347,26.5897274017334,3.059999942779541,53.76691818237305,18.548768997192383
2015-02-23,0.531902551651001,26.087451934814453,3.059999942779541,53.330909729003906,18.381799697875977
2015-02-24,0.5375648736953735,26.5897274017334,3.109999895095825,53.65416717529297,19.0041446685791
2015-02-25,0.5334687232971191,26.234270095825195,3.0999999046325684,53.887203216552734,19.0041446685791
2015-02-26,0.5349143743515015,26.0024471282959,3.0799999237060547,54.13530731201172,18.73093032836914
2015-02-27,0.5315410494804382,25.6933536529541,3.109999895095825,54.511207580566406,18.617082595825195
2015-03-02,0.5445528030395508,26.319271087646484,3.2100000381469727,54.94219207763672,18.692968368530273
2015-03-03,0.5344325304031372,26.350173950195312,3.140000104904175,53.99699783325195,18.59431266784668
2015-03-04,0.5404564142227173,26.36563491821289,3.049999952316284,53.57356262207031,18.465286254882812
2015-03-05,0.5508174300193787,26.064266204833984,2.9800000190734863,53.63405227661133,18.56395149230957
2015-03-06,0.5433477759361267,25.646987915039062,2.9200000762939453,54.072628021240234,18.28313446044922
2015-03-09,0.544793426990509,25.283809661865234,2.930000066757202,54.97999572753906,17.79741096496582
2015-03-10,0.5541905760765076,24.495622634887695,2.9200000762939453,54.359962463378906,17.493831634521484
2015-03-11,0.5512990355491638,24.982440948486328,2.8399999141693115,53.13498306274414,17.827768325805664
2015-03-12,0.5462391972541809,23.800161361694336,2.759999990463257,52.45444869995117,17.858125686645508
2015-03-13,0.5469621419906616,23.900615692138672,2.75,51.90244674682617,18.123754501342773
2015-03-16,0.5534676909446716,23.823339462280273,2.759999990463257,52.93083953857422,18.427345275878906
2015-03-17,0.5602143406867981,23.63788414001465,2.7699999809265137,52.79471969604492,18.450109481811523
